Subject,Condition,TweetID,TweetAccuracy,TweetEngage,TEndTime,TPageTime,TPAccuracy,TPEngage,TPEndTime,TPPageTime,FakeRate,FEndTime,FPageTime,Political_View,Trust_Tweet,Photoshop
314,1,2,Neither Accurate nor Inaccurate (3),No Engagement,5.534,6.32,Neither Accurate nor Inaccurate (3),No Engagement,10.916,11.55,More fake than real (2),13.539,15.104,0,1,1
314,2,3,Somewhat Accurate (4),No Engagement,6.449,8.416,Somewhat Accurate (4),No Engagement,11.458,13.822,I'm not sure (3),3.582,4.674,0,1,1
314,3,1,Neither Accurate nor Inaccurate (3),No Engagement,12.616,13.542,Somewhat Accurate (4),No Engagement,14.166,15.089,I'm not sure (3),5.532,6.179,0,1,1
315,1,2,Very Accurate (5),Like,2.122,3.45,Very Accurate (5),Like,1.136,2.428,More real than fake (4),0,0.915,1,2,0
315,2,3,Neither Accurate nor Inaccurate (3),No Engagement,1.553,4.86,Neither Accurate nor Inaccurate (3),No Engagement,1.123,1.721,More fake than real (2),0,0.888,1,2,0
315,3,1,Somewhat Accurate (4),No Engagement,1.053,1.7,Somewhat Inaccurate (2),No Engagement,1.895,3.077,More fake than real (2),0,1.05,1,2,0
316,1,1,Somewhat Accurate (4),No Engagement,1.343,2.336,Very Accurate (5),No Engagement,2.908,3.623,Definitely real (5),0,0.725,1,1,0
316,2,2,Somewhat Inaccurate (2),No Engagement,1.401,2.432,Neither Accurate nor Inaccurate (3),No Engagement,1.169,2.035,More real than fake (4),6.635,6.917,1,1,0
316,3,3,Neither Accurate nor Inaccurate (3),No Engagement,2.839,3.652,Neither Accurate nor Inaccurate (3),No Engagement,1.191,1.931,I'm not sure (3),0,0.661,1,1,0
317,1,1,Somewhat Accurate (4),No Engagement,6.428,9.669,Somewhat Accurate (4),No Engagement,4.353,6.36,I'm not sure (3),0,2.81,0,1,0
317,2,2,Neither Accurate nor Inaccurate (3),No Engagement,8.199,12.879,Neither Accurate nor Inaccurate (3),No Engagement,5.071,8.438,I'm not sure (3),0,2.523,0,1,0
317,3,3,Neither Accurate nor Inaccurate (3),No Engagement,7.94,9.791,Neither Accurate nor Inaccurate (3),No Engagement,4.554,7.063,I'm not sure (3),0,1.809,0,1,0
318,1,3,Very Inaccurate (1),No Engagement,1.376,2.752,Very Inaccurate (1),No Engagement,1.688,2.782,More fake than real (2),0,1.069,1,0,0
318,2,2,Neither Accurate nor Inaccurate (3),No Engagement,10.664,12.912,Neither Accurate nor Inaccurate (3),No Engagement,3.457,4.581,I'm not sure (3),0,1.229,1,0,0
318,3,1,Neither Accurate nor Inaccurate (3),No Engagement,2.744,3.839,Neither Accurate nor Inaccurate (3),No Engagement,3.199,3.654,I'm not sure (3),0,0.917,1,0,0
319,1,3,Neither Accurate nor Inaccurate (3),No Engagement,1.812,1.95,Neither Accurate nor Inaccurate (3),No Engagement,2.848,3.014,I'm not sure (3),2.298,2.547,0,0,1
319,2,1,Somewhat Accurate (4),No Engagement,7.594,9.544,Neither Accurate nor Inaccurate (3),No Engagement,1.035,1.61,More real than fake (4),0,0.387,0,0,1
319,3,2,Neither Accurate nor Inaccurate (3),No Engagement,0.722,1.303,Very Inaccurate (1),No Engagement,1.958,2.138,More fake than real (2),0,0.307,0,0,1
320,1,3,Very Inaccurate (1),No Engagement,3.234,4.284,Very Inaccurate (1),No Engagement,2.649,4.012,Definitely fake (1),0.352,1.509,1,2,1
320,2,2,Very Inaccurate (1),No Engagement,5.535,6.639,Somewhat Accurate (4),Like,3.496,4.73,Definitely real (5),0,0.951,1,2,1
320,3,1,Very Inaccurate (1),No Engagement,1.918,2.801,Very Inaccurate (1),No Engagement,0.939,2.118,Definitely fake (1),0,5.645,1,2,1
321,1,2,Very Inaccurate (1),No Engagement,2.565,3.74,Very Inaccurate (1),No Engagement,2.135,3.062,More fake than real (2),0,1.221,1,0,1
321,2,1,Very Inaccurate (1),No Engagement,2.04,2.998,Somewhat Inaccurate (2),No Engagement,2.461,3.63,More fake than real (2),0,0.862,1,0,1
321,3,3,Very Inaccurate (1),No Engagement,4.743,6.312,Very Inaccurate (1),No Engagement,4.247,5.613,More real than fake (4),0,0.886,1,0,1
322,1,2,Neither Accurate nor Inaccurate (3),No Engagement,40.076,41.302,Neither Accurate nor Inaccurate (3),No Engagement,103.064,104.205,More fake than real (2),50.463,54.218,1,1,0
322,2,1,Very Inaccurate (1),No Engagement,30.319,34.351,Somewhat Accurate (4),No Engagement,135.837,137.075,More real than fake (4),98.247,98.899,1,1,0
322,3,3,Very Inaccurate (1),No Engagement,105.692,107.266,Very Inaccurate (1),No Engagement,180.721,181.898,Definitely fake (1),6.633,8.352,1,1,0
323,1,3,Neither Accurate nor Inaccurate (3),No Engagement,2.62,4.4,Neither Accurate nor Inaccurate (3),No Engagement,3.856,5.207,I'm not sure (3),0,1.333,0,1,0
323,2,1,Neither Accurate nor Inaccurate (3),No Engagement,1.59,3.186,Neither Accurate nor Inaccurate (3),No Engagement,2.229,3.517,I'm not sure (3),0,1.26,0,1,0
323,3,2,Neither Accurate nor Inaccurate (3),No Engagement,3.825,7.776,Neither Accurate nor Inaccurate (3),No Engagement,3.838,11.75,Definitely fake (1),0,1.369,0,1,0
324,1,2,Somewhat Accurate (4),No Engagement,7.75,9.004,Neither Accurate nor Inaccurate (3),No Engagement,4.141,5.79,I'm not sure (3),0,1.378,0,0,0
324,2,3,Somewhat Inaccurate (2),No Engagement,3.971,4.991,Somewhat Inaccurate (2),No Engagement,1.677,2.918,More real than fake (4),0,0.875,0,0,0
324,3,1,Somewhat Accurate (4),No Engagement,7.573,9.505,Somewhat Accurate (4),No Engagement,4.926,6.636,More real than fake (4),0,1.081,0,0,0
325,1,1,Very Inaccurate (1),No Engagement,96.905,98.62,Very Inaccurate (1),No Engagement,2.762,4.216,Definitely real (5),0,3.933,0,2,1
325,2,3,Somewhat Inaccurate (2),No Engagement,6.407,8.059,Somewhat Inaccurate (2),No Engagement,5.136,6.315,More real than fake (4),1.334,4.384,0,2,1
325,3,2,Very Inaccurate (1),No Engagement,2.391,3.747,Very Inaccurate (1),No Engagement,4.777,6.453,More fake than real (2),0,1.017,0,2,1
326,1,3,Very Inaccurate (1),No Engagement,3.854,5.443,Very Inaccurate (1),No Engagement,3.354,4.586,More fake than real (2),0,0.738,1,1,1
326,2,1,Neither Accurate nor Inaccurate (3),No Engagement,1.641,2.385,Very Inaccurate (1),No Engagement,1.695,2.46,More fake than real (2),1.316,2.862,1,1,1
326,3,2,Neither Accurate nor Inaccurate (3),No Engagement,2.27,5.978,Very Inaccurate (1),No Engagement,1.469,2.699,Definitely fake (1),0,0.922,1,1,1
327,1,1,Neither Accurate nor Inaccurate (3),External Share,46.172,47.083,Somewhat Accurate (4),External Share,8.763,10.153,Definitely real (5),2.826,3.537,1,1,0
327,2,2,Very Inaccurate (1),No Engagement,77.535,78.859,Very Inaccurate (1),No Engagement,30.48,31.673,More fake than real (2),8.855,9.781,1,1,0
327,3,3,Very Inaccurate (1),No Engagement,11.737,12.759,Very Inaccurate (1),No Engagement,4.111,4.707,Definitely fake (1),8.074,9.451,1,1,0
328,1,2,Very Inaccurate (1),No Engagement,3.062,4.311,Very Inaccurate (1),No Engagement,1.155,2.67,More fake than real (2),0,3.169,0,0,1
328,2,1,Very Inaccurate (1),No Engagement,1.254,3.5,Very Inaccurate (1),No Engagement,1.884,3.371,More real than fake (4),2.539,3.547,0,0,1
328,3,3,Very Inaccurate (1),No Engagement,4.645,6.464,Very Inaccurate (1),No Engagement,1.785,3.512,Definitely fake (1),0,1.307,0,0,1
329,1,2,Somewhat Accurate (4),0,2.881,3.834,Somewhat Inaccurate (2),No Engagement,1.463,2.163,I'm not sure (3),0.725,1.69,0,1,1
329,2,3,Very Inaccurate (1),No Engagement,6.921,9.047,Very Inaccurate (1),No Engagement,5.049,6.531,More real than fake (4),4.231,5.356,0,1,1
329,3,1,Somewhat Accurate (4),No Engagement,4.212,6.163,Somewhat Accurate (4),No Engagement,13.4,14.529,More fake than real (2),0,1.148,0,1,1
330,1,2,Neither Accurate nor Inaccurate (3),No Engagement,13.631,19.743,Somewhat Accurate (4),Like,1.507,3.462,More real than fake (4),0,1.074,1,1,1
330,2,3,Very Inaccurate (1),No Engagement,5.388,8.138,Very Inaccurate (1),No Engagement,3.625,5.742,More real than fake (4),0.695,12.421,1,1,1
330,3,1,Very Inaccurate (1),No Engagement,2.463,4.13,Very Inaccurate (1),No Engagement,8.204,9.439,More fake than real (2),26.618,28.476,1,1,1
331,1,3,Very Inaccurate (1),No Engagement,1.933,2.878,Very Inaccurate (1),No Engagement,1.015,2.069,Definitely fake (1),0,0.694,0,0,0
331,2,1,Neither Accurate nor Inaccurate (3),No Engagement,20.775,21.909,Very Inaccurate (1),No Engagement,2.582,3.462,Definitely fake (1),5.172,6.01,0,0,0
331,3,2,Somewhat Inaccurate (2),No Engagement,0.959,1.999,Very Inaccurate (1),No Engagement,1.008,1.765,Definitely fake (1),0,0.832,0,0,0
332,1,1,Somewhat Accurate (4),No Engagement,5.942,7.788,Somewhat Accurate (4),No Engagement,2.627,4.073,I'm not sure (3),0,1.092,1,1,0
332,2,2,Somewhat Inaccurate (2),No Engagement,6.368,7.373,Somewhat Inaccurate (2),No Engagement,6.109,7.515,More fake than real (2),0,1.08,1,1,0
332,3,3,Very Inaccurate (1),No Engagement,3.496,4.974,Very Inaccurate (1),No Engagement,2.712,4.105,More fake than real (2),0,1.397,1,1,0
333,1,3,Somewhat Inaccurate (2),No Engagement,6.038,7.784,Somewhat Inaccurate (2),No Engagement,4.754,6.009,More real than fake (4),0,3.302,1,1,0
333,2,1,Very Inaccurate (1),No Engagement,3.045,6.885,Very Inaccurate (1),No Engagement,2.486,4.392,More real than fake (4),0,1.69,1,1,0
333,3,2,Neither Accurate nor Inaccurate (3),No Engagement,5.069,8.072,Neither Accurate nor Inaccurate (3),No Engagement,10.233,13.708,I'm not sure (3),0,1.884,1,1,0
334,1,2,Very Inaccurate (1),No Engagement,19.242,21.263,Very Inaccurate (1),No Engagement,37.983,41.203,Definitely fake (1),17.8,23.072,1,2,1
334,2,3,Very Inaccurate (1),No Engagement,31.98,33.972,Very Inaccurate (1),No Engagement,49.136,51.391,Definitely real (5),12.125,13.566,1,2,1
334,3,1,Very Inaccurate (1),No Engagement,32.098,33.902,Very Inaccurate (1),No Engagement,17.782,19.465,Definitely fake (1),17.098,21.278,1,2,1
335,1,2,Somewhat Inaccurate (2),No Engagement,6.558,7.812,Somewhat Inaccurate (2),No Engagement,4.28,5.194,I'm not sure (3),0,2.071,1,1,0
335,2,1,Very Accurate (5),External Share,8.839,10.603,Very Accurate (5),External Share,9.336,10.531,More real than fake (4),0,1.235,1,1,0
335,3,3,Very Inaccurate (1),Reply,5.672,6.88,Very Inaccurate (1),Reply,3.929,5.107,More real than fake (4),5.732,6.547,1,1,0
336,1,1,Very Accurate (5),No Engagement,7.096,9.988,Very Accurate (5),No Engagement,2.405,3.475,I'm not sure (3),13.848,17.765,1,2,1
336,2,3,Somewhat Accurate (4),No Engagement,34.645,35.52,Very Accurate (5),No Engagement,7.508,8.494,More real than fake (4),0,1.155,1,2,1
336,3,2,Somewhat Accurate (4),No Engagement,7.672,8.929,Somewhat Accurate (4),No Engagement,4.875,6.044,I'm not sure (3),0,1.116,1,2,1
337,1,1,Somewhat Accurate (4),No Engagement,10.542,11.65,Somewhat Accurate (4),No Engagement,2.913,5.096,I'm not sure (3),0,1.047,0,0,1
337,2,3,Somewhat Inaccurate (2),No Engagement,2.879,3.766,Somewhat Inaccurate (2),No Engagement,2.071,3.365,Definitely real (5),0,0.744,0,0,1
337,3,2,Neither Accurate nor Inaccurate (3),No Engagement,1.84,3.111,Neither Accurate nor Inaccurate (3),No Engagement,2.4,3.633,Definitely fake (1),1.113,2.185,0,0,1
338,1,2,Neither Accurate nor Inaccurate (3),No Engagement,3.689,4.864,Neither Accurate nor Inaccurate (3),No Engagement,4.624,6.562,More real than fake (4),0,1.345,0,0,0
338,2,3,Somewhat Inaccurate (2),No Engagement,2.397,4.224,Somewhat Inaccurate (2),No Engagement,2.102,3.97,More real than fake (4),0,3.436,0,0,0
338,3,1,Very Accurate (5),No Engagement,8.942,11.102,Very Inaccurate (1),No Engagement,6.338,7.59,More fake than real (2),1.728,3.503,0,0,0
339,1,3,Somewhat Accurate (4),Like,72.306,74.559,Very Accurate (5),External Share,20.602,26.061,More fake than real (2),12.599,14.505,1,0,1
339,2,1,Somewhat Accurate (4),0,155.866,157.51,Somewhat Inaccurate (2),Retweet,43.511,44.971,Definitely real (5),61.267,62.654,1,0,1
339,3,2,Neither Accurate nor Inaccurate (3),Like,77.948,103.921,Somewhat Accurate (4),Like,124.12,125.653,More fake than real (2),44.69,54.203,1,0,1
340,1,1,Somewhat Inaccurate (2),No Engagement,32.334,33.594,Somewhat Inaccurate (2),No Engagement,25.603,26.929,More real than fake (4),2.544,3.933,0,0,1
340,2,2,Neither Accurate nor Inaccurate (3),External Share,15.786,16.965,Neither Accurate nor Inaccurate (3),External Share,5.984,6.893,More real than fake (4),5.419,6.372,0,0,1
340,3,3,Neither Accurate nor Inaccurate (3),No Engagement,42.698,43.732,Neither Accurate nor Inaccurate (3),No Engagement,14.827,15.929,Definitely fake (1),1.2,1.9,0,0,1
341,1,3,Very Inaccurate (1),No Engagement,2,3.199,Somewhat Accurate (4),No Engagement,7.472,8.703,More fake than real (2),0,1.693,1,2,1
341,2,2,Neither Accurate nor Inaccurate (3),No Engagement,4.168,5.197,Somewhat Accurate (4),No Engagement,2.816,4.128,Definitely real (5),0,1.486,1,2,1
341,3,1,Somewhat Inaccurate (2),No Engagement,24.833,26.608,Very Inaccurate (1),No Engagement,4.327,5.93,More real than fake (4),0,2.455,1,2,1
342,1,3,Neither Accurate nor Inaccurate (3),No Engagement,9.65,11.004,Neither Accurate nor Inaccurate (3),No Engagement,63.351,64.42,More fake than real (2),34.123,35.411,0,1,1
342,2,2,Somewhat Accurate (4),No Engagement,30.622,31.548,Somewhat Accurate (4),No Engagement,63.62,74.021,More fake than real (2),29.206,31.342,0,1,1
342,3,1,Neither Accurate nor Inaccurate (3),No Engagement,31.819,32.778,Neither Accurate nor Inaccurate (3),No Engagement,38.793,39.856,Definitely fake (1),0,0.94,0,1,1
343,1,1,Very Inaccurate (1),No Engagement,4.605,5.379,Very Inaccurate (1),No Engagement,2.025,3.045,Definitely fake (1),0,0.549,1,1,0
343,2,2,Very Inaccurate (1),No Engagement,22.725,23.926,Very Inaccurate (1),No Engagement,19.388,20.293,Definitely fake (1),62.409,62.944,1,1,0
343,3,3,Very Accurate (5),Retweet,314.656,315.431,Neither Accurate nor Inaccurate (3),No Engagement,16.268,18.333,Definitely fake (1),0,0.739,1,1,0
344,1,3,Very Inaccurate (1),No Engagement,4.797,6.872,Very Inaccurate (1),No Engagement,11.549,13.367,I'm not sure (3),0,1.502,1,1,0
344,2,2,Neither Accurate nor Inaccurate (3),No Engagement,9.772,11.398,Neither Accurate nor Inaccurate (3),No Engagement,2.452,9.63,I'm not sure (3),0,1.709,1,1,0
344,3,1,Somewhat Inaccurate (2),No Engagement,1.346,3.228,Very Inaccurate (1),No Engagement,2.317,4.321,More fake than real (2),10.853,12.271,1,1,0
345,1,3,Very Inaccurate (1),No Engagement,6.115,7.551,Somewhat Inaccurate (2),No Engagement,11.775,13.39,I'm not sure (3),0.85,1.324,1,0,1
345,2,2,Very Inaccurate (1),No Engagement,2.31,3.553,Neither Accurate nor Inaccurate (3),No Engagement,3.089,4.551,More fake than real (2),2.43,9.083,1,0,1
345,3,1,Somewhat Accurate (4),No Engagement,1.765,2.704,Somewhat Inaccurate (2),No Engagement,4.938,6.277,More real than fake (4),0,1.437,1,0,1
346,1,2,Neither Accurate nor Inaccurate (3),No Engagement,3.34,3.895,Neither Accurate nor Inaccurate (3),No Engagement,1.79,3.209,I'm not sure (3),0,0.994,0,0,0
346,2,3,Neither Accurate nor Inaccurate (3),No Engagement,2.156,3.386,Somewhat Accurate (4),No Engagement,3.826,5.047,More real than fake (4),7.299,7.749,0,0,0
346,3,1,Somewhat Inaccurate (2),No Engagement,6.232,7.589,Very Inaccurate (1),No Engagement,2.896,4.584,More fake than real (2),0,0.836,0,0,0
347,1,3,Neither Accurate nor Inaccurate (3),No Engagement,15.144,18.118,Neither Accurate nor Inaccurate (3),No Engagement,2.323,3.009,I'm not sure (3),0,0.722,1,2,1
347,2,1,Very Inaccurate (1),No Engagement,2.163,3.005,Somewhat Accurate (4),No Engagement,15.144,17.152,More fake than real (2),0,1.915,1,2,1
347,3,2,Somewhat Inaccurate (2),No Engagement,1.93,3.126,Very Inaccurate (1),No Engagement,8.061,8.813,More fake than real (2),0.706,1.381,1,2,1
348,1,1,Somewhat Inaccurate (2),No Engagement,23.354,24.236,Somewhat Inaccurate (2),No Engagement,12.585,13.394,I'm not sure (3),8.101,8.941,0,2,0
348,2,2,Very Accurate (5),Retweet,5.55,6.636,Somewhat Accurate (4),Like,9.468,10.199,More real than fake (4),7.085,7.948,0,2,0
348,3,3,Somewhat Inaccurate (2),No Engagement,25.99,29.249,Somewhat Inaccurate (2),No Engagement,28.035,28.995,I'm not sure (3),6.935,7.819,0,2,0
349,1,3,Very Inaccurate (1),No Engagement,6.922,8.137,Very Inaccurate (1),No Engagement,6.78,8.05,Definitely fake (1),5.711,6.762,1,2,1
349,2,2,Very Inaccurate (1),No Engagement,16.99,18.233,Very Inaccurate (1),No Engagement,18.364,22.653,I'm not sure (3),2.895,3.664,1,2,1
349,3,1,Very Inaccurate (1),No Engagement,25.099,26.396,Very Inaccurate (1),No Engagement,8.15,9.387,More fake than real (2),3.491,4.479,1,2,1
350,1,1,Very Accurate (5),Retweet,10.452,12.243,Very Accurate (5),Like,4.35,6.432,Definitely real (5),0,0.889,0,2,1
350,2,3,Very Accurate (5),External Share,2.834,4.659,Somewhat Accurate (4),External Share,5.588,6.837,More real than fake (4),0,1.488,0,2,1
350,3,2,Very Accurate (5),External Share,9.145,10.836,Somewhat Accurate (4),No Engagement,8.301,10.192,More fake than real (2),0,1.356,0,2,1
351,1,2,Neither Accurate nor Inaccurate (3),External Share,9.624,10.867,Somewhat Inaccurate (2),Reply,4.187,5.224,More fake than real (2),1.07,2.318,0,1,0
351,2,1,Very Accurate (5),0,4.604,5.487,Somewhat Accurate (4),Reply,3.863,4.925,I'm not sure (3),0,0.976,0,1,0
351,3,3,Neither Accurate nor Inaccurate (3),No Engagement,2.922,4.525,Neither Accurate nor Inaccurate (3),Reply,2.209,3.299,Definitely fake (1),0,1.131,0,1,0
352,1,2,Neither Accurate nor Inaccurate (3),No Engagement,5.48,5.98,Neither Accurate nor Inaccurate (3),No Engagement,5.539,5.99,More fake than real (2),2.093,2.69,1,1,1
352,2,1,Neither Accurate nor Inaccurate (3),0,6.401,7.049,Somewhat Accurate (4),Like,3.854,4.711,I'm not sure (3),4.441,5.023,1,1,1
352,3,3,Very Inaccurate (1),No Engagement,3.26,3.78,Very Inaccurate (1),No Engagement,4.478,4.902,I'm not sure (3),2.72,3.212,1,1,1
353,1,2,Somewhat Inaccurate (2),No Engagement,4.75,5.084,Somewhat Inaccurate (2),No Engagement,3.622,4.368,More fake than real (2),1.52,2.398,1,1,1
353,2,3,Somewhat Inaccurate (2),No Engagement,17.649,18.516,Somewhat Inaccurate (2),No Engagement,9.136,9.806,Definitely fake (1),2.059,2.701,1,1,1
353,3,1,Very Inaccurate (1),No Engagement,2.368,3.107,Very Inaccurate (1),No Engagement,4.993,5.556,More fake than real (2),2.633,3.429,1,1,1
354,1,2,Somewhat Inaccurate (2),No Engagement,21.897,26.123,Neither Accurate nor Inaccurate (3),No Engagement,2.054,3.648,I'm not sure (3),0,1.331,0,1,1
354,2,3,Somewhat Inaccurate (2),No Engagement,2.281,7.247,Neither Accurate nor Inaccurate (3),No Engagement,2.737,4.135,More real than fake (4),0,4.303,0,1,1
354,3,1,Somewhat Accurate (4),No Engagement,4.632,6.951,Neither Accurate nor Inaccurate (3),No Engagement,1.81,3.139,More fake than real (2),1.041,4.538,0,1,1
355,1,1,Somewhat Inaccurate (2),No Engagement,3.698,5.477,Very Inaccurate (1),No Engagement,3.151,4.998,Definitely real (5),0,1.083,1,1,1
355,2,3,Somewhat Accurate (4),No Engagement,3.695,5.105,Somewhat Accurate (4),No Engagement,3.093,4.088,I'm not sure (3),0,0.829,1,1,1
355,3,2,Neither Accurate nor Inaccurate (3),Like,2.411,4.492,Neither Accurate nor Inaccurate (3),Like,6.113,7.361,More fake than real (2),0,0.866,1,1,1
356,1,2,Very Inaccurate (1),No Engagement,12.536,14.776,Somewhat Inaccurate (2),No Engagement,2.967,6.646,More real than fake (4),2.305,3.347,0,0,0
356,2,1,Very Inaccurate (1),No Engagement,2.16,3.47,Very Inaccurate (1),No Engagement,1.711,8.19,I'm not sure (3),0,0.79,0,0,0
356,3,3,Very Inaccurate (1),No Engagement,3.048,4.557,Very Inaccurate (1),No Engagement,3.513,6.685,More fake than real (2),2.864,3.709,0,0,0
357,1,3,Very Inaccurate (1),No Engagement,7.793,9.611,Very Inaccurate (1),No Engagement,1.112,1.931,More fake than real (2),0,1.297,1,2,1
357,2,1,Somewhat Inaccurate (2),No Engagement,1.791,2.559,Somewhat Inaccurate (2),No Engagement,3.288,3.95,I'm not sure (3),0,1.144,1,2,1
357,3,2,Very Inaccurate (1),No Engagement,5.185,6.561,Very Inaccurate (1),No Engagement,1.789,2.58,Definitely fake (1),1.114,2.907,1,2,1
358,1,3,Very Inaccurate (1),No Engagement,9.684,10.825,Very Inaccurate (1),No Engagement,9.649,10.621,More real than fake (4),5.81,6.783,1,2,0
358,2,1,Somewhat Accurate (4),No Engagement,9.499,10.596,Somewhat Accurate (4),No Engagement,10.104,11.109,More real than fake (4),5.237,6.242,1,2,0
358,3,2,Somewhat Accurate (4),No Engagement,7.545,8.99,Somewhat Accurate (4),No Engagement,3.063,4.318,More fake than real (2),4.815,5.793,1,2,0
359,1,3,Very Inaccurate (1),No Engagement,14.619,15.41,Very Inaccurate (1),No Engagement,16.593,17.496,Definitely real (5),4.013,4.745,1,0,1
359,2,2,Very Accurate (5),No Engagement,33.272,34.005,Very Accurate (5),No Engagement,20.084,21.412,I'm not sure (3),9.119,9.927,1,0,1
359,3,1,Somewhat Inaccurate (2),No Engagement,11.957,14.384,Very Inaccurate (1),No Engagement,8.117,8.903,More fake than real (2),5.898,7.439,1,0,1
360,1,1,Somewhat Inaccurate (2),No Engagement,4.58,5.47,Neither Accurate nor Inaccurate (3),No Engagement,12.324,13.615,More fake than real (2),1.775,2.698,0,0,0
360,2,2,Somewhat Inaccurate (2),No Engagement,19.332,20.072,Somewhat Inaccurate (2),No Engagement,13.699,14.744,More real than fake (4),9.166,11.549,0,0,0
360,3,3,Somewhat Inaccurate (2),No Engagement,14.849,17.122,Somewhat Inaccurate (2),No Engagement,20.636,20.677,More fake than real (2),12.841,15.479,0,0,0
361,1,3,Somewhat Inaccurate (2),No Engagement,11.097,11.127,Somewhat Accurate (4),No Engagement,25.282,25.82,Definitely fake (1),2.552,3.52,0,1,1
361,2,2,Neither Accurate nor Inaccurate (3),No Engagement,49.654,50.887,Very Accurate (5),Like,15.035,15.848,I'm not sure (3),16.769,17.383,0,1,1
361,3,1,Very Accurate (5),External Share,78.262,78.891,Neither Accurate nor Inaccurate (3),Like,8.638,9.474,Definitely fake (1),1.385,2.183,0,1,1
362,1,3,Neither Accurate nor Inaccurate (3),No Engagement,9.777,11.172,Somewhat Accurate (4),No Engagement,2.759,4.028,More fake than real (2),0,1.409,1,0,1
362,2,1,Somewhat Accurate (4),No Engagement,7.53,8.896,Somewhat Accurate (4),Like,3.816,5.032,More real than fake (4),0,0.848,1,0,1
362,3,2,Somewhat Inaccurate (2),Like,2.345,3.739,Very Inaccurate (1),No Engagement,2.345,3.822,Definitely fake (1),0,0.92,1,0,1
363,1,1,Neither Accurate nor Inaccurate (3),No Engagement,1.496,2.95,Very Accurate (5),No Engagement,3.568,5.517,I'm not sure (3),0,0.997,1,1,1
363,2,3,Very Inaccurate (1),Reply,3.841,4.726,Very Inaccurate (1),Reply,1.76,2.668,More fake than real (2),0,2.452,1,1,1
363,3,2,Somewhat Inaccurate (2),No Engagement,14.768,16.158,Very Inaccurate (1),Reply,9.825,10.661,Definitely fake (1),0,1.7,1,1,1
364,1,3,Very Accurate (5),Like,7.456,8.47,Very Accurate (5),Like,6.415,7.217,Definitely fake (1),1.384,2.627,0,0,0
364,2,2,Very Inaccurate (1),No Engagement,2.853,3.812,Very Inaccurate (1),No Engagement,2.412,3.244,Definitely real (5),2.061,2.82,0,0,0
364,3,1,Very Inaccurate (1),No Engagement,3.624,4.345,Very Inaccurate (1),No Engagement,4.064,4.606,Definitely fake (1),0.722,1.646,0,0,0
365,1,3,Very Inaccurate (1),Reply,6.417,8.192,Very Inaccurate (1),Reply,4.315,5.628,More real than fake (4),1.56,2.046,1,1,0
365,2,1,Somewhat Inaccurate (2),No Engagement,1.607,2.566,Somewhat Inaccurate (2),No Engagement,1.67,2.664,More real than fake (4),0,0.581,1,1,0
365,3,2,Neither Accurate nor Inaccurate (3),No Engagement,0.838,2.17,Somewhat Inaccurate (2),No Engagement,3.212,4.125,Definitely fake (1),1.026,1.96,1,1,0
366,1,2,Very Inaccurate (1),No Engagement,3.274,4.83,Very Inaccurate (1),No Engagement,2.486,3.795,I'm not sure (3),0,0.78,1,0,0
366,2,1,Neither Accurate nor Inaccurate (3),No Engagement,6.097,7.689,Somewhat Inaccurate (2),No Engagement,2.813,4.122,More fake than real (2),2.373,3.457,1,0,0
366,3,3,Very Inaccurate (1),No Engagement,4.005,5.189,Very Inaccurate (1),No Engagement,1.653,2.974,More fake than real (2),0,3.153,1,0,0
367,1,1,Somewhat Accurate (4),No Engagement,16.077,16.86,Somewhat Accurate (4),No Engagement,6.813,8.567,More fake than real (2),11.005,12.007,0,1,1
367,2,3,Neither Accurate nor Inaccurate (3),No Engagement,20.46,21.172,Very Inaccurate (1),No Engagement,13.05,13.779,More real than fake (4),4.153,5.073,0,1,1
367,3,2,Neither Accurate nor Inaccurate (3),No Engagement,9.442,10.121,Neither Accurate nor Inaccurate (3),No Engagement,5.829,8.254,I'm not sure (3),11.47,12,0,1,1
368,1,2,Somewhat Accurate (4),Like,37.917,38.607,Somewhat Accurate (4),Like,12.582,13.923,More fake than real (2),10.81,12.181,1,0,1
368,2,3,Somewhat Accurate (4),No Engagement,18.686,20.526,Neither Accurate nor Inaccurate (3),No Engagement,5.594,6.66,More real than fake (4),5.702,6.25,1,0,1
368,3,1,Somewhat Accurate (4),No Engagement,18.18,18.965,Somewhat Inaccurate (2),No Engagement,11.376,12.191,More fake than real (2),2.484,4.534,1,0,1
369,1,2,Neither Accurate nor Inaccurate (3),No Engagement,12.386,13.732,Very Inaccurate (1),No Engagement,2.436,3.58,More fake than real (2),1.776,3.275,1,0,0
369,2,1,Somewhat Accurate (4),No Engagement,10.944,11.622,Somewhat Accurate (4),No Engagement,5.623,6.371,More real than fake (4),2.449,2.765,1,0,0
369,3,3,Very Inaccurate (1),External Share,13.748,14.692,Very Inaccurate (1),External Share,21.98,22.662,Definitely fake (1),4.492,6.343,1,0,0
370,1,2,Neither Accurate nor Inaccurate (3),No Engagement,258.189,258.687,Neither Accurate nor Inaccurate (3),No Engagement,11.254,12.111,More fake than real (2),17.452,18.186,1,0,0
370,2,3,Very Accurate (5),Like,25.433,60.798,Very Accurate (5),Like,23.884,24.713,More real than fake (4),17.693,18.385,1,0,0
370,3,1,Somewhat Accurate (4),No Engagement,64.166,65.237,Somewhat Inaccurate (2),No Engagement,31.142,32.904,More fake than real (2),17.659,18.91,1,0,0
